0.125	2496
0.375	0
0.625	0
0.875	0
1.125	0
1.375	0
1.625	0
1.875	0
2.125	0
2.375	0
2.625	0
2.875	0
3.125	0
3.375	260.6
3.625	743
3.875	1
4.125	0
4.375	0
4.625	0
4.875	0
5.125	0
5.375	0
5.625	0
5.875	0
6.125	0
6.375	0
6.625	0.2
6.875	411.6
7.125	1704.4
7.375	20
7.625	0
7.875	0
8.125	0
8.375	0
8.625	0
8.875	0
9.125	0
9.375	0
9.625	0
9.875	0
10.125	0
10.375	137.8
10.625	963.4
10.875	58.4
11.125	0
11.375	0
11.625	0
11.875	0
12.125	0
12.375	0
12.625	0
12.875	0
13.125	0
13.375	0
13.625	0
13.875	157.4
14.125	1528.4
14.375	210.2
14.625	0.4
14.875	0
15.125	0
15.375	0
15.625	0
15.875	0
16.125	0
16.375	0
16.625	0
16.875	0
17.125	0
17.375	63.8
17.625	878.4
17.875	263
18.125	0.6
18.375	0
18.625	0
18.875	0
19.125	0
19.375	0
19.625	0
19.875	0
20.125	0
20.375	0
20.625	0
20.875	54.2
21.125	1106.6
21.375	570.6
21.625	4.4
21.875	0
22.125	0
22.375	0
22.625	0
22.875	0
23.125	0
23.375	0
23.625	0
23.875	0
24.125	0
24.375	23
24.625	649.4
24.875	529.8
25.125	11
25.375	0
25.625	0
25.875	0
26.125	0
26.375	0
26.625	0
26.875	0
27.125	0
27.375	0
27.625	0
27.875	15.4
28.125	685.8
28.375	877
28.625	35.4
28.875	0
29.125	0
29.375	0
29.625	0
29.875	0
30.125	0
30.375	0
30.625	0
30.875	0
31.125	0
31.375	6.6
31.625	381
31.875	753.4
32.125	46.8
32.375	0
32.625	0
32.875	0
33.125	0
33.375	0
33.625	0
33.875	0
34.125	0
34.375	0
34.625	0
34.875	2.4
35.125	326
35.375	1065
35.625	116.8
35.875	0.2
36.125	0
36.375	0
36.625	0
36.875	0
37.125	0
37.375	0
37.625	0
37.875	0
38.125	0
38.375	2
38.625	166.8
38.875	835.2
39.125	150.2
39.375	0
39.625	0
39.875	0
40.125	0
40.375	0
40.625	0
40.875	0
41.125	0
41.375	0
41.625	0
41.875	0.2
42.125	123
42.375	1014.4
42.625	283.4
42.875	1.6
43.125	0
43.375	0
43.625	0
43.875	0
44.125	0
44.375	0
44.625	0
44.875	0
45.125	0
45.375	0
45.625	59
45.875	741
46.125	319.4
46.375	3.2
46.625	0
46.875	0
47.125	0
47.375	0
47.625	0
47.875	0
48.125	0
48.375	0
48.625	0
48.875	0
49.125	32.4
49.375	803
49.625	528.4
49.875	13.6
50.125	0
50.375	0
50.625	0
50.875	0
51.125	0
51.375	0
51.625	0
51.875	0
52.125	0
52.375	0
52.625	14.6
52.875	533.8
53.125	521.8
53.375	21.4
53.625	0
53.875	0
54.125	0
54.375	0
54.625	0
54.875	0
55.125	0
55.375	0
55.625	0
55.875	0
56.125	7.4
56.375	486.6
56.625	768.6
56.875	57.2
57.125	0
57.375	0
57.625	0
57.875	0
58.125	0
58.375	0
58.625	0
58.875	0
59.125	0
59.375	0
59.625	3.4
59.875	298.2
60.125	668.2
60.375	85.4
60.625	0.2
60.875	0
61.125	0
61.375	0
61.625	0
61.875	0
62.125	0
62.375	0
62.625	0
62.875	0
63.125	0.8
63.375	227.4
63.625	860.2
63.875	146.8
64.125	0.6
64.375	0
64.625	0
64.875	0
65.125	0
65.375	0
65.625	0
65.875	0
66.125	0
66.375	0
66.625	0.2
66.875	126.6
67.125	702.6
67.375	194.4
67.625	2.6
67.875	0
68.125	0
68.375	0
68.625	0
68.875	0
69.125	0
69.375	0
69.625	0
69.875	0
70.125	0
70.375	85.8
70.625	776.4
70.875	288
71.125	4
71.375	0.2
71.625	0
71.875	0
72.125	0
72.375	0
72.625	0
72.875	0
73.125	0
73.375	0
73.625	0
73.875	43.8
74.125	574.2
74.375	363.4
74.625	10.4
74.875	0
75.125	0
75.375	0
75.625	0
75.875	0
76.125	0
76.375	0
76.625	0
76.875	0
77.125	0
77.375	27.2
77.625	567.2
77.875	482.6
78.125	20.6
78.375	0
78.625	0
78.875	0
79.125	0
79.375	0
79.625	0
79.875	0
