1 0.901917 -0.431902
2 0.880316 0.474388
3 0.962155 -0.272486
4 0.974956 0.222393
5 0.90849 -0.4179
6 0.998751 0.050048
7 0.983632 -0.180193
8 0.999961 0.0086695
9 0.945373 -0.325993
10 0.856295 0.516484
11 0.864431 -0.502748
12 0.948429 0.317005
13 0.844269 -0.535919
14 0.982709 -0.185137
15 0.986476 0.163909
16 0.849008 -0.52838
17 0.618097 0.786104
18 0.802531 -0.596611
19 0.983949 0.178462
20 0.887218 0.461349
21 0.965907 -0.258888
22 0.916727 -0.399513
23 0.941515 -0.336972
24 0.97908 0.203481
25 0.996289 -0.0861114
26 0.903545 -0.428483
27 0.998434 0.0558926
28 0.761594 -0.648061
29 0.998042 0.0625561
30 0.946358 0.323115
31 0.857272 0.514859
32 0.964673 0.263456
33 0.944127 -0.32957
34 0.992512 0.122121
35 0.929481 -0.368867
36 0.980474 0.196634
37 0.843757 -0.536725
38 0.983491 0.180939
39 0.913964 -0.405793
40 0.999902 0.0141839
41 0.968868 -0.247577
42 0.991503 -0.130092
43 0.557081 -0.83046
44 0.984231 0.176893
45 0.837544 -0.546378
46 0.951176 -0.308637
47 0.852712 -0.522383
48 0.957041 -0.289952
49 0.952034 0.306006
50 0.99359 -0.113076
51 0.879309 0.476244
52 0.956039 -0.293227
53 0.971286 0.237899
54 0.997607 0.0690882
55 0.958877 -0.283836
56 0.933586 -0.358352
57 0.990751 -0.13569
58 0.999998 0.0015674
59 0.959313 -0.282347
60 0.989681 -0.143262
61 0.993421 -0.114505
62 0.999756 0.0220558
63 0.788502 -0.615025
64 0.999679 0.0251605
65 0.981437 -0.191767
66 0.808881 0.587975
67 0.970216 0.24224
68 0.950881 -0.309558
69 0.998247 0.0592101
70 0.993085 0.117407
71 0.699237 -0.714887
72 0.799217 0.601038
73 0.738065 -0.674734
74 0.786203 -0.617968
75 0.974382 -0.224902
76 0.988436 0.151626
77 0.989442 -0.144918
78 0.997169 0.0751627
79 0.976431 -0.215849
80 0.962478 0.271366
81 0.852645 0.522483
82 0.992174 -0.124864
83 0.982009 0.188829
84 0.737807 -0.675013
85 0.997785 0.0665642
86 0.98053 -0.196347
87 0.799374 0.600836
88 0.983593 -0.180379
89 0.922675 0.385584
90 0.994062 -0.108799
91 0.951587 0.307389
92 0.945935 -0.32436
93 0.872519 0.488578
94 0.975337 -0.220704
95 0.801815 0.597572
96 0.7894 -0.613877
97 0.514745 -0.857343
98 0.995535 -0.0943979
99 0.994724 0.102598
100 0.944336 0.328972
101 0.989382 -0.145335
102 0.916694 0.39959
103 0.999688 -0.0251013
104 0.999978 -0.00626906
105 0.969324 -0.245783
106 0.951595 0.307342
107 0.911079 -0.412235
108 0.978165 0.207838
109 0.751528 -0.659704
110 0.999851 0.0173015
111 0.977199 0.212339
112 0.969802 -0.243886
113 0.96716 -0.254179
114 0.993543 -0.113467
115 0.923776 0.382936
116 0.954987 -0.296652
117 0.974763 0.223251
118 0.942129 0.335266
119 0.877632 -0.479335
120 0.800768 -0.598971
121 0.961416 0.275091
122 0.751552 -0.659674
123 0.955754 0.294177
124 0.672279 -0.740294
125 0.999515 -0.0312937
126 0.885913 -0.463854
127 0.988286 0.152634
128 0.999512 -0.0313427
129 0.993163 -0.116774
130 0.830262 0.557374
131 0.997584 0.0695284
132 0.979788 0.200025
133 0.993936 -0.109929
134 0.995274 0.097077
135 0.560349 -0.828256
136 0.84418 0.53606
137 0.817869 -0.575405
138 0.776035 0.630691
139 0.897815 0.440376
140 0.670754 0.741679
141 0.993729 -0.111823
142 0.900985 0.433847
143 0.653878 0.756598
144 0.828324 -0.56025
145 0.960398 0.278625
146 0.996514 -0.0834314
147 0.999993 -0.00390475
148 0.800904 -0.598789
149 0.995882 0.0907049
150 0.882532 -0.47025
151 0.999425 0.0338437
152 0.997343 -0.0728011
153 0.999128 0.0417468
154 0.871527 -0.490351
155 0.997547 0.0699927
156 0.999892 0.0149201
157 0.960636 0.277824
158 0.991644 0.129003
159 0.993848 -0.110741
160 0.961245 0.275704
161 0.998271 -0.0588581
162 0.729708 0.68376
163 0.844678 -0.535273
164 0.968553 0.248809
165 0.977361 -0.211571
166 0.970942 0.239323
167 0.998711 -0.0506669
168 0.891074 0.45386
169 0.990405 0.138165
170 0.934102 0.357008
171 0.972836 -0.231476
172 0.9996 -0.0282647
173 0.998467 -0.0554095
174 0.879547 0.475812
175 0.999994 0.00312695
176 0.970839 0.239733
177 0.892728 0.45059
178 0.997502 0.0706401
179 0.835565 0.549388
180 0.915194 -0.403004
181 0.994451 0.105147
182 0.999173 -0.0406136
183 0.997852 0.065577
184 0.999138 -0.0416217
185 0.99146 -0.130432
186 0.990565 -0.137059
187 0.941633 -0.33664
188 0.996553 -0.0829747
189 0.992028 0.126022
190 0.821079 -0.570816
191 0.999664 0.0258187
192 0.977945 0.208864
193 0.890111 0.455746
194 0.799087 0.601211
195 0.988539 -0.150993
196 0.883358 -0.468705
197 0.988833 -0.149023
198 0.954397 0.298525
199 0.905458 -0.424446
200 0.99976 -0.0217864
201 0.966223 0.257707
202 0.937823 0.347122
203 0.844255 -0.535944
204 0.933093 0.359633
205 0.963856 -0.266439
206 0.935589 -0.353092
207 0.968383 -0.249451
208 0.649394 -0.760449
209 0.93946 -0.34265
210 0.965636 -0.259894
211 0.610354 0.792127
212 0.992693 -0.120645
213 0.995194 -0.0979095
214 0.927363 -0.374159
215 0.978559 0.205955
216 0.992469 -0.122499
217 0.919265 0.393638
218 0.998334 0.0575954
219 0.85706 0.515215
220 0.942001 -0.335619
221 0.891976 -0.452089
222 0.938112 -0.346342
223 0.834956 0.550312
224 0.884043 0.467407
225 0.949765 -0.312975
226 0.940166 0.340723
227 0.970949 -0.239286
228 0.993862 -0.110618
229 0.90637 -0.422487
230 0.878345 0.478023
231 0.965193 -0.261544
232 0.861901 0.50707
233 0.96069 -0.277629
234 0.980603 0.196014
235 0.631679 -0.775231
236 0.730792 0.682605
237 0.963583 -0.267423
238 0.991641 -0.129016
239 0.772276 -0.635284
240 0.828731 0.559646
241 0.999487 0.0320196
242 0.947888 0.318595
243 0.931188 0.364548
244 0.927555 0.373679
245 0.658796 0.752321
246 0.86616 -0.499775
247 0.919058 0.394121
248 0.989079 0.14742
249 0.923369 0.383918
250 0.996924 0.0784071
251 0.889762 0.456426
252 0.998184 -0.0602603
253 0.976602 0.215056
254 0.978182 -0.207758
255 0.895129 -0.445807
256 0.966446 0.256872
257 0.959023 -0.283338
258 0.988827 0.149094
259 0.938546 -0.345152
260 0.994056 -0.108833
261 0.843798 -0.536655
262 0.977147 0.212552
263 0.981639 -0.190736
264 0.982889 0.184179
265 0.994843 -0.101424
266 0.998622 -0.0525367
267 0.791275 -0.611461
268 0.870724 0.491779
269 0.916748 -0.399464
270 0.948939 0.315445
271 0.983641 -0.180151
272 0.967365 0.253382
273 0.999401 -0.034557
274 0.983853 0.17898
275 0.99958 0.0288796
276 0.999257 -0.0386337
277 0.799612 0.600513
278 0.963501 -0.267708
279 0.984087 0.177687
280 0.983787 -0.179333
281 0.950853 0.309651
282 0.924748 -0.380583
283 0.96994 0.243358
284 0.953607 0.301044
285 0.942665 -0.333733
286 1 0.00155885
287 0.832097 0.554635
288 0.999398 0.0346932
289 0.881362 -0.472445
290 0.851244 0.524773
291 0.997939 0.0641625
292 0.825597 0.564258
293 0.999973 -0.0077899
294 0.989509 0.144512
295 0.995816 0.091331
296 0.905728 0.423861
297 0.999935 0.0109544
298 0.987392 -0.158297
299 0.959253 -0.282555
300 0.961895 0.273422
301 0.962381 -0.271708
302 0.943542 -0.331242
303 0.980105 -0.198473
304 0.947389 -0.320068
305 0.990583 0.136929
306 0.982263 -0.187496
307 0.996598 0.0824775
308 0.965731 -0.259533
309 0.999709 -0.0241127
310 0.99493 0.100521
311 0.943032 0.332705
312 0.986426 -0.164203
313 0.463616 0.886035
314 0.905636 0.424059
315 0.958053 0.28659
316 0.950981 -0.309238
317 0.848554 0.529103
318 0.914914 -0.403657
319 0.999975 0.00628927
320 0.839355 0.543582
321 0.92836 -0.371668
322 0.988072 0.154003
323 0.904867 -0.425683
324 0.966554 0.256449
325 0.997528 -0.0703083
326 0.844723 0.535207
327 0.973559 -0.228451
328 0.936062 0.351839
329 0.944664 -0.328054
330 0.660216 0.751072
331 0.783578 -0.621299
332 0.987603 0.156982
333 0.893745 -0.448585
334 0.825925 0.563788
335 0.969455 -0.245258
336 0.997841 0.0656722
337 0.984003 -0.178154
338 0.821277 -0.570528
339 0.99835 0.0575218
340 0.860502 0.509453
341 0.960986 0.276604
342 0.999933 -0.0118154
343 0.951214 0.30853
344 0.991839 -0.127506
345 0.99972 -0.0234445
346 0.999706 -0.0242599
347 0.910629 0.413227
348 0.955244 -0.295809
349 0.985625 0.168953
350 0.99998 -0.00696697
351 0.999424 -0.0340608
352 0.795207 0.606331
353 0.81832 -0.574761
354 0.852235 0.523161
355 0.926374 -0.37661
356 0.944281 -0.329129
357 0.991201 0.13235
358 0.853602 0.520919
359 0.990969 -0.134046
360 0.913948 0.405837
361 0.984125 0.177453
362 0.990121 0.140195
363 0.993015 -0.118011
364 0.99865 0.0520388
365 0.995734 -0.0922287
366 0.922336 0.386398
367 0.996003 0.0892903
368 0.78906 0.61432
369 0.999903 -0.0141282
370 0.994257 -0.107043
371 0.970659 -0.240474
372 0.907932 -0.419127
373 0.964297 0.26482
374 0.98324 -0.182314
375 0.941384 0.33735
376 0.998187 -0.0601372
377 0.952757 0.303736
378 0.987092 -0.160176
379 0.864184 0.503173
380 0.971544 -0.236863
381 0.959794 0.280697
382 0.999866 -0.0165869
383 0.951161 0.308697
